Titulo,Autor,Link,Fecha,Respuestas,Imagen
What is your favourite weapon?,Kakiskukur,https://gamehag.com/forum/t/330837-what-is-your-favourite-weapon2,2 years ago,10,https://gamehag.com/img/rank/2.png
Do you guys feel Fortnite is dying a bit?,luisd1002,https://gamehag.com/forum/t/330893-do-you-guys-feel-fortnite-is-dying-a-bit,2 years ago,9,https://gamehag.com/img/rank/1.png
What Fortnite Skin,MagikarpFish,https://gamehag.com/forum/t/332470-what-fortnite-skin,2 years ago,1,https://gamehag.com/img/rank/2.png
Which artist do u think might perform next in Fortnite,boboboi,https://gamehag.com/forum/t/332357-which-artist-do-u-think-might-perform-next-in-fortnite,2 years ago,3,https://gamehag.com/img/rank/2.png
Favorite dance and emotes,classicking281,https://gamehag.com/forum/t/332008-favorite-dance-and-emotes,2 years ago,2,https://gamehag.com/img/rank/2.png
GUYsS THERES A EVENT COMING,pdeplatypus,https://gamehag.com/forum/t/331865-guyss-theres-a-event-coming,2 years ago,1,https://gamehag.com/img/rank/3.png
Whats your favorite Event/Season!,GrandDiJay,https://gamehag.com/forum/t/331756-whats-your-favorite-eventseason,2 years ago,1,https://gamehag.com/img/rank/3.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
party royale vs creative,OverAttorney960,https://gamehag.com/forum/t/331501-party-royale-vs-creative,2 years ago,1,https://gamehag.com/img/rank/3.png
I like fortnite,wildcheeta,https://gamehag.com/forum/t/331057-i-like-fortnite6,2 years ago,1,https://gamehag.com/img/rank/2.png
granade vs materiale ,OverAttorney960,https://gamehag.com/forum/t/330660-granade-vs-materiale-,2 years ago,1,https://gamehag.com/img/rank/3.png
what is your favourite game mod,wildcheetahr,https://gamehag.com/forum/t/330605-what-is-your-favourite-game-mod,2 years ago,1,https://gamehag.com/img/rank/1.png
benim dusuncem ,ThagCgame,https://gamehag.com/forum/t/330565-benim-dusuncem-,2 years ago,1,https://gamehag.com/img/rank/2.png
Why is Fortnite getting bad reviews recently?,ThagCgame,https://gamehag.com/forum/t/330196-why-is-fortnite-getting-bad-reviews-recently,2 years ago,8,https://gamehag.com/img/rank/2.png
is it a good game ,Radwino,https://gamehag.com/forum/t/323316-is-it-a-good-game-1,2 years ago,21,https://gamehag.com/img/rank/2.png
What's your favorite skin?,Badpuse,https://gamehag.com/forum/t/330186-whats-your-favorite-skin7,2 years ago,1,https://gamehag.com/img/rank/3.png
How be good in fortine,stillchained123,https://gamehag.com/forum/t/329423-how-be-good-in-fortine,2 years ago,2,https://gamehag.com/img/rank/3.png
Best fortnite trickshot?,drjs1,https://gamehag.com/forum/t/329828-best-fortnite-trickshot,2 years ago,3,https://gamehag.com/img/rank/2.png
What is the best strategy to reach atleast top 5?,UltraBoy_YT,https://gamehag.com/forum/t/329736-what-is-the-best-strategy-to-reach-atleast-top-5,2 years ago,5,https://gamehag.com/img/rank/4.png
is fortnite fun?,Akhorsuarh,https://gamehag.com/forum/t/328474-is-fortnite-fun2,2 years ago,13,https://gamehag.com/img/rank/2.png
Does Fortnite Deserve the Hate?,Bashir2007,https://gamehag.com/forum/t/329257-does-fortnite-deserve-the-hate,2 years ago,7,https://gamehag.com/img/rank/2.png
Best Skin?,ILuvGamehag,https://gamehag.com/forum/t/329301-best-skin1,2 years ago,5,https://gamehag.com/img/rank/2.png
"Why do people hate fortnite? (I personally agree, but i wanna see why other people hate it)",Wozzby,https://gamehag.com/forum/t/329157-why-do-people-hate-fortnite-i-personally-agree-but-i-wanna-see-why-other-people-hate-it,2 years ago,2,https://gamehag.com/img/rank/2.png
Was it hard to get a win?,Wozzby,https://gamehag.com/forum/t/328355-was-it-hard-to-get-a-win,2 years ago,5,https://gamehag.com/img/rank/2.png
ROBLOX OR FORTNITE?!,Wozzby,https://gamehag.com/forum/t/324428-roblox-or-fortnite25,2 years ago,22,https://gamehag.com/img/rank/2.png
Best skin? ,SunOriginal,https://gamehag.com/forum/t/327688-best-skin-2,2 years ago,2,https://gamehag.com/img/rank/2.png
Minecraft or fortnite? ,m_a_t_e_s,https://gamehag.com/forum/t/328325-minecraft-or-fortnite-1,2 years ago,2,https://gamehag.com/img/rank/2.png
Epic skin? ,PowerDragonGG,https://gamehag.com/forum/t/327715-epic-skin-,2 years ago,2,https://gamehag.com/img/rank/2.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
"OK, what else to say?",Erfan715,https://gamehag.com/forum/t/326570-ok-what-else-to-say,2 years ago,5,https://gamehag.com/img/rank/2.png
"Who would you save from getting hit by a truck, Ninja or a sewer rat? ",robot_csgopointscom,https://gamehag.com/forum/t/327613-who-would-you-save-from-getting-hit-by-a-truck-ninja-or-a-sewer-rat-,2 years ago,4,https://gamehag.com/img/rank/2.png
que es lo peor que ha echo fortnite,danita_d,https://gamehag.com/forum/t/328007-que-es-lo-peor-que-ha-echo-fortnite,2 years ago,1,https://gamehag.com/img/rank/2.png
Easy est challange? What is it? ,DrAliveBEAST,https://gamehag.com/forum/t/327689-easy-est-challange-what-is-it-,2 years ago,1,https://gamehag.com/img/rank/1.png
PUPG OR FORTNITE?,MetDkWHun,https://gamehag.com/forum/t/327568-pupg-or-fortnite,2 years ago,1,https://gamehag.com/img/rank/2.png
Chapter 2 Season 3,HisNameIsPetr91,https://gamehag.com/forum/t/327459-chapter-2-season-3,2 years ago,3,https://gamehag.com/img/rank/2.png
Which skin is the best in fortnite?,XIX163,https://gamehag.com/forum/t/327263-which-skin-is-the-best-in-fortnite,2 years ago,1,https://gamehag.com/img/rank/2.png
Is Sweats Ruining The game?,rytis_gulbinas,https://gamehag.com/forum/t/327232-is-sweats-ruining-the-game,2 years ago,1,https://gamehag.com/img/rank/2.png
how many time's you no scope people?,treemoon43,https://gamehag.com/forum/t/327108-how-many-times-you-no-scope-people,2 years ago,1,https://gamehag.com/img/rank/2.png
favorite gun,PowerDragonGG,https://gamehag.com/forum/t/325706-favorite-gun13,2 years ago,12,https://gamehag.com/img/rank/2.png
Best guns and melee,CynicalFishy,https://gamehag.com/forum/t/326055-best-guns-and-melee,2 years ago,3,https://gamehag.com/img/rank/1.png
this game is ded,SunOriginal,https://gamehag.com/forum/t/326271-this-game-is-ded,2 years ago,3,https://gamehag.com/img/rank/2.png
Is fortnite a good game? ,pdeplatypus,https://gamehag.com/forum/t/325476-is-fortnite-a-good-game-,2 years ago,7,https://gamehag.com/img/rank/3.png
A Fortnite major problem,MadamAgony,https://gamehag.com/forum/t/325683-a-fortnite-major-problem,2 years ago,1,https://gamehag.com/img/rank/2.png
i want to kill people,HisNameIsPetr91,https://gamehag.com/forum/t/324949-i-want-to-kill-people,2 years ago,4,https://gamehag.com/img/rank/2.png
BEST GAMAE EVER,emperor98,https://gamehag.com/forum/t/321835-best-gamae-ever1,2 years ago,3,https://gamehag.com/img/rank/3.png
fortnite weapons,Ak4111,https://gamehag.com/forum/t/325041-fortnite--weapons,2 years ago,1,https://gamehag.com/img/rank/2.png
map fortnighte,Ak4111,https://gamehag.com/forum/t/325039-map-fortnighte,2 years ago,1,https://gamehag.com/img/rank/2.png
who likes fortnite,EKZX,https://gamehag.com/forum/t/324078-who-likes-fortnite4,2 years ago,5,https://gamehag.com/img/rank/4.png
my comment,AGEMIN,https://gamehag.com/forum/t/323327-my-comment,2 years ago,3,https://gamehag.com/img/rank/2.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
fortnite a good game,arian_1386,https://gamehag.com/forum/t/323324-fortnite-a-good-game1,2 years ago,1,https://gamehag.com/img/rank/2.png
in youtube who is the best player in the world,noobyeahnoobyeah,https://gamehag.com/forum/t/322132-in-youtube-who-is-the-best-player-in-the-world1,2 years ago,7,https://gamehag.com/img/rank/2.png
fortnite or Valorant,akelasok2000,https://gamehag.com/forum/t/321871-fortnite-or-valorant2,2 years ago,4,https://gamehag.com/img/rank/6.png
What is your favorite weapon in fortnite,ninja_6YT6,https://gamehag.com/forum/t/322957-what-is-your-favorite-weapon-in-fortnite,2 years ago,2,https://gamehag.com/img/rank/1.png
Is Fortnite a Great game? To me it is dying And the community is getting Horrifying,rytis_gulbinas,https://gamehag.com/forum/t/321718-is-fortnite-a-great-game-to-me-it-is-dying-and-the-community-is-getting-horrifying,2 years ago,4,https://gamehag.com/img/rank/2.png
Fortnite vs Roblox vs Pubg,Dacul99,https://gamehag.com/forum/t/322714-fortnite-vs-roblox-vs-pubg,2 years ago,1,https://gamehag.com/img/rank/2.png
fortnite pro,oohpro,https://gamehag.com/forum/t/322398-fortnite-pro5,2 years ago,1,https://gamehag.com/img/rank/1.png
whats fortnite,lizardwizard2,https://gamehag.com/forum/t/320681-whats-fortnite4,2 years ago,13,https://gamehag.com/img/rank/2.png
ninja best val,Ariasgold,https://gamehag.com/forum/t/322115-ninja-best-val,2 years ago,1,https://gamehag.com/img/rank/2.png
is fortnite's base game good?,Monro6500,https://gamehag.com/forum/t/321652-is-fortnites-base-game-good,2 years ago,4,https://gamehag.com/img/rank/1.png
Is the tactical shorgun better or the pump shotgun,plackixd21,https://gamehag.com/forum/t/316663-is-the-tactical-shorgun-better-or-the-pump-shotgun,2 years ago,14,https://gamehag.com/img/rank/1.png
Who is your favourite Fortnite Skin,gabrijeto31,https://gamehag.com/forum/t/315245-who-is-your-favourite-fortnite-skin,2 years ago,21,https://gamehag.com/img/rank/2.png
Who do you think will be the next singer to have a concert in the game?,toshiro_0,https://gamehag.com/forum/t/320984-who-do-you-think-will-be-the-next-singer-to-have-a-concert-in-the-game,2 years ago,1,https://gamehag.com/img/rank/3.png
Fortnite is beast and i play it every day,robloxplayer5,https://gamehag.com/forum/t/315418-fortnite-is-beast-and-i-play-it-every-day,2 years ago,18,https://gamehag.com/img/rank/1.png
Where dk you jump in a solo match,bestepiccat,https://gamehag.com/forum/t/316669-where-dk-you-jump-in-a-solo-match,2 years ago,5,https://gamehag.com/img/rank/2.png
How many Days until Season 3 ,Lulbliint69,https://gamehag.com/forum/t/316672-how-many-days-until-season-3-,2 years ago,6,https://gamehag.com/img/rank/2.png
The most impressive videogame of the decade?,Matekolo,https://gamehag.com/forum/t/316065-the-most-impressive-videogame-of-the-decade,2 years ago,3,https://gamehag.com/img/rank/4.png
Can mobile and PC players play a tournament?..,SuperPaperWorld,https://gamehag.com/forum/t/297541-can-mobile-and-pc-players-play-a-tournament,2 years ago,7,https://gamehag.com/img/rank/2.png
where do want to land,Zsombor28HUN,https://gamehag.com/forum/t/315569-where-do-want-to-land,2 years ago,12,https://gamehag.com/img/rank/1.png
Hi everyone. Choose one of this. M4A1 or M4A1-S,DIEBYMIR,https://gamehag.com/forum/t/312987-hi-everyone-choose-one-of-this-m4a1-or-m4a1-s,2 years ago,5,https://gamehag.com/img/rank/1.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
fortnite is bad?,DIEBYMIR,https://gamehag.com/forum/t/314345-fortnite-is-bad11,2 years ago,11,https://gamehag.com/img/rank/1.png
fortnite is Next Update New Helicopter who ?,IonutSdk,https://gamehag.com/forum/t/306406-fortnite-is-next-update-new-helicopter-who-,2 years ago,3,https://gamehag.com/img/rank/2.png
buy this if u are a noob,IonutSdk,https://gamehag.com/forum/t/308905-buy-this-if-u-are-a-noob,2 years ago,2,https://gamehag.com/img/rank/2.png
fortnite best professtional player you love ?,rsl24121,https://gamehag.com/forum/t/314833-fortnite-best-professtional-player-you-love-,2 years ago,2,https://gamehag.com/img/rank/2.png
Free Minty Axe and Chapter 2 battle pass,dynairty,https://gamehag.com/forum/t/168157-free-minty-axe-and-chapter-2-battle-pass,2 years ago,5,https://gamehag.com/img/rank/2.png
Fortnite is good,damjan_brkanic,https://gamehag.com/forum/t/314779-fortnite-is-good2,2 years ago,1,https://gamehag.com/img/rank/1.png
who play fortnite,giannakisyolo,https://gamehag.com/forum/t/314511-who-play-fortnite1,2 years ago,3,https://gamehag.com/img/rank/3.png
Is fortnite adead or Bad game ?,cristiGK1,https://gamehag.com/forum/t/311281-is-fortnite-adead-or-bad-game-,2 years ago,9,https://gamehag.com/img/rank/1.png
Is Fortnite a trash game ?,PBotond04,https://gamehag.com/forum/t/311279-is-fortnite-a-trash-game-,2 years ago,15,https://gamehag.com/img/rank/2.png
Pump shotgun,PBotond04,https://gamehag.com/forum/t/37557-pump-shotgun,2 years ago,23,https://gamehag.com/img/rank/2.png
I love Fortnite,PBotond04,https://gamehag.com/forum/t/38644-i-love-fortnite,2 years ago,10,https://gamehag.com/img/rank/2.png
Fortnite Teammates,OriginalPepsi,https://gamehag.com/forum/t/37269-fortnite-teammates1,2 years ago,6,https://gamehag.com/img/rank/1.png
how to speed up the free battle pass withot buying anything ?,kinda9king,https://gamehag.com/forum/t/314287-how-to-speed-up-the-free-battle-pass-withot-buying-anything-,2 years ago,5,https://gamehag.com/img/rank/1.png
do you miss double shotgun ? ,TinyWill,https://gamehag.com/forum/t/312684-do-you-miss-double-shotgun--,2 years ago,5,https://gamehag.com/img/rank/4.png
Fortnite nintendo switch,lilk,https://gamehag.com/forum/t/37075-fortnite-nintendo-switch,2 years ago,8,https://gamehag.com/img/rank/1.png
Heey fortnite ,lilk,https://gamehag.com/forum/t/36382-heey-fortnite-,2 years ago,4,https://gamehag.com/img/rank/1.png
Fortnite Mobile News,lilk,https://gamehag.com/forum/t/37068-fortnite-mobile-news,2 years ago,3,https://gamehag.com/img/rank/1.png
What is your favorite drop spot in fortnite,lilk,https://gamehag.com/forum/t/37159-what-is-your-favorite-drop-spot-in-fortnite,2 years ago,8,https://gamehag.com/img/rank/1.png
هل جميلة,098859,https://gamehag.com/forum/t/314171--12374,2 years ago,1,https://gamehag.com/img/rank/1.png
How to get free skin,Boundinator,https://gamehag.com/forum/t/313270-how-to-get-free-skin1,2 years ago,3,https://gamehag.com/img/rank/1.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
What's your favorite Gamepass?,Troyboy09,https://gamehag.com/forum/t/306601-whats-your-favorite-gamepass,2 years ago,10,https://gamehag.com/img/rank/1.png
Fortnite or roblox?,bay_eggx,https://gamehag.com/forum/t/307423-fortnite-or-roblox21,2 years ago,7,https://gamehag.com/img/rank/1.png
fortnite easy gems,furkan_gamers,https://gamehag.com/forum/t/309847-fortnite-easy-gems,2 years ago,3,https://gamehag.com/img/rank/1.png
fast buliding ,bay_eggx,https://gamehag.com/forum/t/309013-fast-buliding-,2 years ago,7,https://gamehag.com/img/rank/1.png
buy this if u are a noob,H3xud0s,https://gamehag.com/forum/t/309175-buy-this-if-u-are-a-noob1,2 years ago,12,https://gamehag.com/img/rank/1.png
"Out of 10, how much do u rate Fortnite?",ArmandV,https://gamehag.com/forum/t/311516-out-of-10-how-much-do-u-rate-fortnite,2 years ago,18,https://gamehag.com/img/rank/1.png
How to play Fortnite on ps4,mrqk,https://gamehag.com/forum/t/311717-how-to-play-fortnite-on-ps4,2 years ago,2,https://gamehag.com/img/rank/2.png
Is the game Died? ,Aggelos42,https://gamehag.com/forum/t/311059-is-the-game-died-,2 years ago,9,https://gamehag.com/img/rank/1.png
good game and easy to play,sarpxd,https://gamehag.com/forum/t/311144-good-game-and-easy-to-play,2 years ago,1,https://gamehag.com/img/rank/2.png
wanna play sometime?,domcos5,https://gamehag.com/forum/t/310032-wanna-play-sometime,2 years ago,6,https://gamehag.com/img/rank/2.png
Is fortnite even worth playing in 2020?,jamesiscool98,https://gamehag.com/forum/t/305947-is-fortnite-even-worth-playing-in-2020,2 years ago,10,https://gamehag.com/img/rank/2.png
fortnite is not worth it,claubossu,https://gamehag.com/forum/t/308266-fortnite-is-not-worth-it,2 years ago,8,https://gamehag.com/img/rank/2.png
What is your best skin in Fortnite?,tlauncher321,https://gamehag.com/forum/t/308223-what-is-your-best-skin-in-fortnite,2 years ago,3,https://gamehag.com/img/rank/1.png
best gun combo,bodzai,https://gamehag.com/forum/t/307338-best-gun-combo,2 years ago,3,https://gamehag.com/img/rank/2.png
Tell me if you think fortnite is a dead and dumb game,bodzai,https://gamehag.com/forum/t/307314-tell-me-if-you-think-fortnite-is-a-dead-and-dumb-game3,2 years ago,3,https://gamehag.com/img/rank/2.png
Fortnite is the best Game ever,Realdiamond,https://gamehag.com/forum/t/286202-fortnite-is-the-best-game-ever7,2 years ago,9,https://gamehag.com/img/rank/3.png
best skins at low price,momoh98,https://gamehag.com/forum/t/307337-best-skins--at-low-price,2 years ago,2,https://gamehag.com/img/rank/1.png
new operation modes,momoh98,https://gamehag.com/forum/t/307895-new-operation-modes,2 years ago,1,https://gamehag.com/img/rank/1.png
can 2 player play fortnite once from same ps4,lejongdary,https://gamehag.com/forum/t/305885-can-2-player-play-fortnite-once-from-same-ps4,2 years ago,2,https://gamehag.com/img/rank/1.png
can someone gift me an fortnite acc,lejongdary,https://gamehag.com/forum/t/305886-can-someone-gift-me-an-fortnite-acc,2 years ago,5,https://gamehag.com/img/rank/1.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
Tell me if you think fortnite is a dead and dumb game,lejongdary,https://gamehag.com/forum/t/305903-tell-me-if-you-think-fortnite-is-a-dead-and-dumb-game2,2 years ago,4,https://gamehag.com/img/rank/1.png
Fortnite is bad or good?,lejongdary,https://gamehag.com/forum/t/305991-fortnite-is-bad-or-good,2 years ago,3,https://gamehag.com/img/rank/1.png
fortnite is Bugs soo High ?,lejongdary,https://gamehag.com/forum/t/306399-fortnite-is-bugs-soo-high-,2 years ago,2,https://gamehag.com/img/rank/1.png
you favorite guns Who dude ?,lejongdary,https://gamehag.com/forum/t/306404-you-favorite-guns-who-dude-,2 years ago,2,https://gamehag.com/img/rank/1.png
Your favorite Map who ?,lejongdary,https://gamehag.com/forum/t/306405-your-favorite-map-who-,2 years ago,3,https://gamehag.com/img/rank/1.png
Bet playeslrs un fortnite ,lejongdary,https://gamehag.com/forum/t/306398-bet-playeslrs-un-fortnite-,2 years ago,7,https://gamehag.com/img/rank/1.png
Skins in fortnite,Mami_Nessa,https://gamehag.com/forum/t/304713-skins-in-fortnite3,2 years ago,7,https://gamehag.com/img/rank/2.png
Tuyryryrjyryrkyrk,EnsDndr28,https://gamehag.com/forum/t/305705-tuyryryrjyryrkyrk,2 years ago,2,https://gamehag.com/img/rank/2.png
Is fortnite playable now?,dolphinator,https://gamehag.com/forum/t/305525-is-fortnite-playable-now,2 years ago,2,https://gamehag.com/img/rank/2.png
Miss the old days of season 1-3,todo_ting_skyaaa,https://gamehag.com/forum/t/305162-miss-the-old-days-of-season-1-3,2 years ago,4,https://gamehag.com/img/rank/2.png
Нурминский это здорово,MihaS3675,https://gamehag.com/forum/t/305193---12536,2 years ago,1,https://gamehag.com/img/rank/2.png
how can i get v_bucks,Anhel,https://gamehag.com/forum/t/36614-how-can-i-get-vbucks,4 years ago,9,https://gamehag.com/img/rank/2.png
wow very nice game thanks fortnite,emperor98,https://gamehag.com/forum/t/37764-wow-very-nice-game-thanks-fortnite,2 years ago,3,https://gamehag.com/img/rank/3.png
Fortnite hakkında,Anonymous1588134029,https://gamehag.com/forum/t/36676-fortnite-hakknda,2 years ago,8,https://gamehag.com/img/rank/2.png
Fortnite better than Pubg,Anonymous1588134029,https://gamehag.com/forum/t/264705-fortnite-better-than-pubg1,2 years ago,28,https://gamehag.com/img/rank/2.png
Are you a pro fortnite player?,booperthesnooter,https://gamehag.com/forum/t/36999-are-you-a-pro-fortnite-player,4 years ago,13,https://gamehag.com/img/rank/5.png
fortnite vs minecraft vs roblox,MyHeroNixon,https://gamehag.com/forum/t/301029-fortnite-vs-minecraft-vs-roblox,2 years ago,3,https://gamehag.com/img/rank/2.png
Fortinite or Halo,bigbean,https://gamehag.com/forum/t/300806-fortinite-or-halo,2 years ago,4,https://gamehag.com/img/rank/1.png
"Fortnite,Pubg,Apex Legends, Free Fire...",bay_eggx,https://gamehag.com/forum/t/300996-fortnitepubgapex-legends-free-fire,2 years ago,2,https://gamehag.com/img/rank/1.png
Minecraft or fortnite,bay_eggx,https://gamehag.com/forum/t/301051-minecraft-or-fortnite3,2 years ago,2,https://gamehag.com/img/rank/1.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
don't mind me,tonysama,https://gamehag.com/forum/t/268995-dont-mind-me8,2 years ago,8,https://gamehag.com/img/rank/2.png
epic games need to fix fortnite or this game isnt going anywhere ,Elraklakteso10,https://gamehag.com/forum/t/300306-epic-games-need-to-fix-fortnite-or-this-game-isnt-going-anywhere-,2 years ago,2,https://gamehag.com/img/rank/2.png
Whats Your Favorite Skin or Location in fortnite,Nojusvas1134,https://gamehag.com/forum/t/300081-whats-your-favorite-skin-or-location-in-fortnite,2 years ago,2,https://gamehag.com/img/rank/2.png
Ratings of Fortnite,Big_Spud,https://gamehag.com/forum/t/299939-ratings-of-fortnite,2 years ago,1,https://gamehag.com/img/rank/2.png
which seasons did you play fortnite?,ifragile,https://gamehag.com/forum/t/299609-which-seasons-did-you-play-fortnite,2 years ago,2,https://gamehag.com/img/rank/1.png
what do you think about fornite commumity?,GuiltySpArK321,https://gamehag.com/forum/t/298576-what-do-you-think-about-fornite-commumity,2 years ago,2,https://gamehag.com/img/rank/1.png
your best gun ?,Spewww,https://gamehag.com/forum/t/299147-your-best-gun-,2 years ago,1,https://gamehag.com/img/rank/2.png
Which gun do you want to get unvaulted?,yeeterskeeter15,https://gamehag.com/forum/t/299135-which-gun-do-you-want-to-get-unvaulted,2 years ago,1,https://gamehag.com/img/rank/3.png
idk my pc dont run this game,Boody12,https://gamehag.com/forum/t/299128-idk-my-pc-dont-run-this-game,2 years ago,2,https://gamehag.com/img/rank/2.png
do you think Jarvis deserved the ban,f_rk,https://gamehag.com/forum/t/298650-do-you-think-jarvis-deserved-the-ban,2 years ago,3,https://gamehag.com/img/rank/2.png
Do u think Jarvis deserve ti be banned?,Booca_,https://gamehag.com/forum/t/296524-do-u-think-jarvis-deserve-ti-be-banned,2 years ago,5,https://gamehag.com/img/rank/2.png
What do you think of the heavy sniper nerf?,nernet,https://gamehag.com/forum/t/297444-what-do-you-think-of-the-heavy-sniper-nerf,2 years ago,7,https://gamehag.com/img/rank/2.png
idk what to say this game going down,Littleswagbee,https://gamehag.com/forum/t/298451-idk-what-to-say-this-game-going-down,2 years ago,2,https://gamehag.com/img/rank/1.png
Fortnite: Battle royale,SuperPaperWorld,https://gamehag.com/forum/t/296144-fortnite-battle-royale131,2 years ago,7,https://gamehag.com/img/rank/2.png
Should i continue playing fortnite?,f_rk,https://gamehag.com/forum/t/297469-should-i-continue-playing-fortnite,2 years ago,5,https://gamehag.com/img/rank/2.png
build hızı,Furkan32,https://gamehag.com/forum/t/36403-build-hz,4 years ago,6,https://gamehag.com/img/rank/2.png
No skin team,h_v_minh_khi,https://gamehag.com/forum/t/296108-no-skin-team,2 years ago,2,https://gamehag.com/img/rank/1.png
What is your favorite skin in Fortnite?,ChocoLata,https://gamehag.com/forum/t/295056-what-is-your-favorite-skin-in-fortnite,2 years ago,4,https://gamehag.com/img/rank/2.png
Salty is overrated omg ,Zaiross,https://gamehag.com/forum/t/294819-salty-is-overrated-omg-,2 years ago,2,https://gamehag.com/img/rank/3.png
What is your best mode,Progamer33,https://gamehag.com/forum/t/294710-what-is-your-best-mode,2 years ago,1,https://gamehag.com/img/rank/1.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
Fortnite For Kids,Kipe,https://gamehag.com/forum/t/294243-fortnite-for-kids1,2 years ago,6,https://gamehag.com/img/rank/2.png
this game is hot,rackdiepirate,https://gamehag.com/forum/t/292585-this-game-is-hot,2 years ago,5,https://gamehag.com/img/rank/4.png
Which shotgun?,bricktimes,https://gamehag.com/forum/t/294290-which-shotgun,2 years ago,1,https://gamehag.com/img/rank/2.png
How much HP does midas have?,bricktimes,https://gamehag.com/forum/t/294279-how-much-hp-does-midas-have,2 years ago,1,https://gamehag.com/img/rank/2.png
Fairtnite us trash,McPenguin37,https://gamehag.com/forum/t/293230-fairtnite-us-trash,2 years ago,2,https://gamehag.com/img/rank/2.png
I actually thought that there were no way to get fortnite skins but here i am...,kwooder,https://gamehag.com/forum/t/293535-i-actually-thought-that-there-were-no-way-to-get-fortnite-skins-but-here-i-am,2 years ago,2,https://gamehag.com/img/rank/2.png
This Game Is Dying Change my mind,mihai116,https://gamehag.com/forum/t/292787-this-game-is-dying-change-my-mind,2 years ago,4,https://gamehag.com/img/rank/2.png
What is your favorite costume?,Needcash,https://gamehag.com/forum/t/292924-what-is-your-favorite-costume1,2 years ago,4,https://gamehag.com/img/rank/2.png
Is free vbucks real?,Mrpronoob,https://gamehag.com/forum/t/292071-is-free-vbucks-real,2 years ago,3,https://gamehag.com/img/rank/1.png
top 10 bruh moments,Mrpronoob,https://gamehag.com/forum/t/292443-top-10-bruh-moments,2 years ago,6,https://gamehag.com/img/rank/1.png
super god game ,Noaha,https://gamehag.com/forum/t/292639-super-god--game-,2 years ago,1,https://gamehag.com/img/rank/2.png
Screnshot help,eitank,https://gamehag.com/forum/t/272043-screnshot-help,2 years ago,5,https://gamehag.com/img/rank/2.png
FORTNİTE vs MİNECRAFT ?,Booca_,https://gamehag.com/forum/t/291101-fortnte-vs-mnecraft-,2 years ago,5,https://gamehag.com/img/rank/2.png
FOR THIS GAME LOL,jkomglol124,https://gamehag.com/forum/t/291483-for-this-game-lol36,2 years ago,5,https://gamehag.com/img/rank/2.png
shadow vs Ghost,JefiedegamerNL,https://gamehag.com/forum/t/287775-shadow-vs-ghost,2 years ago,6,https://gamehag.com/img/rank/2.png
Thank you very much,TheLuCiF3r,https://gamehag.com/forum/t/290676-thank-you-very-much,2 years ago,3,https://gamehag.com/img/rank/2.png
Fortnite [launched by epic games],21vk,https://gamehag.com/forum/t/290307-fortnite-launched-by-epic-games,2 years ago,3,https://gamehag.com/img/rank/2.png
is fortnite good?,Musauysal31,https://gamehag.com/forum/t/288096-is-fortnite-good7,2 years ago,6,https://gamehag.com/img/rank/1.png
Fortnite battle royale,round123arda123,https://gamehag.com/forum/t/37343-fortnite-battle-royale8,2 years ago,7,https://gamehag.com/img/rank/1.png
Fortnite is an alive game? Answer is....,kinda9king,https://gamehag.com/forum/t/288391-fortnite-is-an-alive-game-answer-is,2 years ago,4,https://gamehag.com/img/rank/1.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
fortnite free cod pve 5PR! NG-G! FT-GA20,MrTofu,https://gamehag.com/forum/t/288414-fortnite-free-cod-pve-5pr-ng-g-ft-ga20,2 years ago,3,https://gamehag.com/img/rank/1.png
Useless items,MrTofu,https://gamehag.com/forum/t/287880-useless-items,2 years ago,3,https://gamehag.com/img/rank/1.png
I need a Fortnite Community Manager!,Bubbles6236,https://gamehag.com/forum/t/288978-i-need-a-fortnite-community-manager,2 years ago,2,https://gamehag.com/img/rank/1.png
Zubser fortnite,SavageThe,https://gamehag.com/forum/t/288301-zubser-fortnite,2 years ago,3,https://gamehag.com/img/rank/2.png
