Titulo,Autor,Link,Fecha,Respuestas,Imagen
tell one joke about fornite ,Gueux,https://gamehag.com/forum/t/380154-tell-one-joke-about-fornite-,2 years ago,3,https://gamehag.com/img/rank/2.png
Robux or uc,samarthsehgal10,https://gamehag.com/forum/t/380400-robux-or-uc,2 years ago,1,https://gamehag.com/img/rank/2.png
are you a pro or noob in fortnite,ereneager,https://gamehag.com/forum/t/380153-are-you-a-pro-or-noob-in-fortnite,2 years ago,1,https://gamehag.com/img/rank/2.png
fortnite skins are very nice,dapoola,https://gamehag.com/forum/t/380114-fortnite--skins-are-very-nice,2 years ago,1,https://gamehag.com/img/rank/2.png
fortnite is dying ,dapoola,https://gamehag.com/forum/t/380113-fortnite-is-dying-1,2 years ago,1,https://gamehag.com/img/rank/2.png
Fortnite Season X was the worst season,Antonelix123,https://gamehag.com/forum/t/379154-fortnite-season-x-was-the-worst-season,2 years ago,4,https://gamehag.com/img/rank/2.png
Whats the best playstyle? ,ro_d_en,https://gamehag.com/forum/t/378960-whats-the-best-playstyle-,2 years ago,5,https://gamehag.com/img/rank/1.png
Fortnite vs overwatch,lucas_anderson,https://gamehag.com/forum/t/378205-fortnite-vs-overwatch,2 years ago,3,https://gamehag.com/img/rank/1.png
Best weapon? ,lucas_anderson,https://gamehag.com/forum/t/378994-best-weapon-2,2 years ago,4,https://gamehag.com/img/rank/1.png
Any good game to replace fortnite? ,MYWIFETOOKMYKIDS,https://gamehag.com/forum/t/378911-any-good-game-to-replace-fortnite-,2 years ago,3,https://gamehag.com/img/rank/4.png
How to get FREE Vbucks!,MYWIFETOOKMYKIDS,https://gamehag.com/forum/t/379150-how-to-get-free-vbucks,2 years ago,1,https://gamehag.com/img/rank/4.png
fortnite or apex?,Gueux,https://gamehag.com/forum/t/378872-fortnite-or-apex12,2 years ago,3,https://gamehag.com/img/rank/2.png
who is better Console Or Mobile,AmritOnPC,https://gamehag.com/forum/t/378727-who-is-better-console-or-mobile,2 years ago,2,https://gamehag.com/img/rank/2.png
Fortnite is a good game it's battle royale was fun,Steven_fransz,https://gamehag.com/forum/t/378641-fortnite-is-a-good-game-its-battle-royale-was-fun,2 years ago,1,https://gamehag.com/img/rank/3.png
what are your guys opinion on the newest season,kristiyan235,https://gamehag.com/forum/t/377564-what-are-your-guys-opinion-on-the-newest-season,2 years ago,6,https://gamehag.com/img/rank/1.png
Pog Fortnite closing on moblile,Sois,https://gamehag.com/forum/t/378068-pog-fortnite-closing-on-moblile,2 years ago,2,https://gamehag.com/img/rank/2.png
Is this game p2w? ,Sois,https://gamehag.com/forum/t/378222-is-this-game-p2w-13,2 years ago,4,https://gamehag.com/img/rank/2.png
I hope i have PS4 and play it on PS4,Steven_fransz,https://gamehag.com/forum/t/378456-i-hope-i-have-ps4-and-play-it-on-ps4,2 years ago,1,https://gamehag.com/img/rank/3.png
Best game ever?,barni1257,https://gamehag.com/forum/t/368867-best-game-ever55,2 years ago,50,https://gamehag.com/img/rank/2.png
OLD SEASON OR NEW SEASON?,barni1257,https://gamehag.com/forum/t/378172-old-season-or-new-season1,2 years ago,3,https://gamehag.com/img/rank/2.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
Fortnite or fortnite mobile? ,Doiss,https://gamehag.com/forum/t/378261-fortnite-or-fortnite-mobile-,2 years ago,1,https://gamehag.com/img/rank/2.png
Fortnite vs pubge,Omarfayed55,https://gamehag.com/forum/t/378209-fortnite-vs-pubge,2 years ago,1,https://gamehag.com/img/rank/2.png
Best player in the game?,JXNSDH,https://gamehag.com/forum/t/377091-best-player-in-the-game,2 years ago,1,https://gamehag.com/img/rank/1.png
Fortnite is never going to die!,anghel_adin_ionut_,https://gamehag.com/forum/t/375995-fortnite-is-never-going-to-die,2 years ago,2,https://gamehag.com/img/rank/2.png
Is the game hard to run,Jextroner,https://gamehag.com/forum/t/376283-is-the-game-hard-to-run,2 years ago,4,https://gamehag.com/img/rank/2.png
Who ready for battle!,rickboy1234,https://gamehag.com/forum/t/376128-who-ready-for-battle,2 years ago,3,https://gamehag.com/img/rank/2.png
Fortnite or Pubg?,mordex1,https://gamehag.com/forum/t/376712-fortnite-or-pubg77,2 years ago,2,https://gamehag.com/img/rank/2.png
Best skins,gabriel_brotas,https://gamehag.com/forum/t/374572-best-skins2,2 years ago,16,https://gamehag.com/img/rank/1.png
FOrnite is really good game or not?,maxumax,https://gamehag.com/forum/t/376313-fornite-is-really-good-game-or-not,2 years ago,8,https://gamehag.com/img/rank/2.png
Best strategies?,beenz,https://gamehag.com/forum/t/375951-best-strategies,2 years ago,2,https://gamehag.com/img/rank/2.png
Is this game already dead?,beenz,https://gamehag.com/forum/t/376268-is-this-game-already-dead,2 years ago,2,https://gamehag.com/img/rank/2.png
The charge shotgun,beenz,https://gamehag.com/forum/t/374202-the-charge-shotgun,2 years ago,13,https://gamehag.com/img/rank/2.png
this game's community,arbiter_swapgg,https://gamehag.com/forum/t/375987-this-games-community,2 years ago,1,https://gamehag.com/img/rank/2.png
cars updare,amasharma913,https://gamehag.com/forum/t/375938-cars-updare,2 years ago,1,https://gamehag.com/img/rank/2.png
fortnite stw is bad or good game?,Dirsudb,https://gamehag.com/forum/t/373776-fortnite-stw-is-bad-or-good-game,2 years ago,4,https://gamehag.com/img/rank/3.png
Add me my epic is I-love-ducks,dbs2,https://gamehag.com/forum/t/374165-add-me-my-epic-is-i-love-ducks,2 years ago,2,https://gamehag.com/img/rank/2.png
fortnite or apex?,Sarpele,https://gamehag.com/forum/t/373976-fortnite-or-apex11,2 years ago,3,https://gamehag.com/img/rank/2.png
Is the best game for sniper! ,Benner000,https://gamehag.com/forum/t/374173-is-the-best-game-for-sniper-,2 years ago,1,https://gamehag.com/img/rank/3.png
Fortnite how good,amitrrai,https://gamehag.com/forum/t/374164-fortnite-how-good,2 years ago,1,https://gamehag.com/img/rank/2.png
What is the point of skins,withermangmx,https://gamehag.com/forum/t/370961-what-is-the-point-of-skins,2 years ago,6,https://gamehag.com/img/rank/2.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
What is Fortnite ??,david_hall,https://gamehag.com/forum/t/373942-what-is-fortnite-,2 years ago,2,https://gamehag.com/img/rank/2.png
Fortnite Season 14 ,ArabDzGamer,https://gamehag.com/forum/t/373944-fortnite-season-14-,2 years ago,2,https://gamehag.com/img/rank/5.png
Fortnite Sensitivity ,ArabDzGamer,https://gamehag.com/forum/t/373943-fortnite-sensitivity-,2 years ago,1,https://gamehag.com/img/rank/5.png
Fortnite save the world,dbs2,https://gamehag.com/forum/t/373433-fortnite-save-the-world4,2 years ago,2,https://gamehag.com/img/rank/2.png
Fornite 2 coming out,mvrce,https://gamehag.com/forum/t/373307-fornite-2-coming-out,2 years ago,4,https://gamehag.com/img/rank/2.png
Fortnite Skins,Landy__,https://gamehag.com/forum/t/373136-fortnite-skins8,2 years ago,6,https://gamehag.com/img/rank/1.png
Is Creative Mode Worth Playing It ?,withermangmx,https://gamehag.com/forum/t/372818-is-creative-mode-worth-playing-it-,2 years ago,2,https://gamehag.com/img/rank/2.png
Is fortnite ever gonna get any more people??,Alex_Inquisitor,https://gamehag.com/forum/t/370852-is-fortnite-ever-gonna-get-any-more-people,2 years ago,4,https://gamehag.com/img/rank/2.png
WHAT IS YOUR FAWORITE WEAPON IN FORTNITE,Krinya0523,https://gamehag.com/forum/t/37934-what-is-your-faworite-weapon-in-fortnite,2 years ago,8,https://gamehag.com/img/rank/2.png
Fortnite Battle Royale,Anonymous1596133293,https://gamehag.com/forum/t/371602-fortnite-battle-royale143,2 years ago,2,https://gamehag.com/img/rank/1.png
Best child ,Biottech,https://gamehag.com/forum/t/368522-best-child-,2 years ago,3,https://gamehag.com/img/rank/8.png
The game has changed too much,xsdp_mxnkey_xsdp,https://gamehag.com/forum/t/367597-the-game-has-changed-too-much,2 years ago,8,https://gamehag.com/img/rank/1.png
Fortnite VS Minecraft,BotCoderYT,https://gamehag.com/forum/t/369960-fortnite-vs-minecraft13,2 years ago,1,https://gamehag.com/img/rank/2.png
Fortnite Currency ,baawdasdwafz,https://gamehag.com/forum/t/369886-fortnite-currency-,2 years ago,1,https://gamehag.com/img/rank/3.png
CS:GO or FORTNITE,samuraiisback,https://gamehag.com/forum/t/369524-csgo-or-fortnite3,2 years ago,1,https://gamehag.com/img/rank/3.png
best skin ,baawdasdwafz,https://gamehag.com/forum/t/369053-best-skin-3,2 years ago,1,https://gamehag.com/img/rank/3.png
Fortnite bon Android,king7505,https://gamehag.com/forum/t/37401-fortnite-bon-android,4 years ago,5,https://gamehag.com/img/rank/1.png
the best game ever in the world i really love it and i enjoy this game,cm_swapgg_lootfarm_pvprocom,https://gamehag.com/forum/t/363235-the-best-game-ever-in-the-world-i-really-love-it-and-i-enjoy-this-game,2 years ago,6,https://gamehag.com/img/rank/2.png
Whats so good about this game ?,Breeezy85,https://gamehag.com/forum/t/353548-whats-so-good-about-this-game-,2 years ago,7,https://gamehag.com/img/rank/5.png
do you like gamehag??,mustafa_efe_korucu,https://gamehag.com/forum/t/37151-do-you-like-gamehag,4 years ago,11,https://gamehag.com/img/rank/2.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
Which is the best character in this game?,PaulGrimmett,https://gamehag.com/forum/t/350566-which-is-the-best-character-in-this-game,2 years ago,3,https://gamehag.com/img/rank/1.png
fortnite was better before season 9 do you agree?,uMADGamer2,https://gamehag.com/forum/t/366975-fortnite-was-better-before-season-9-do-you-agree,2 years ago,1,https://gamehag.com/img/rank/2.png
fortnite or overwatch ?,iiMilkyKittyWolfyii,https://gamehag.com/forum/t/366825-fortnite-or-overwatch-,2 years ago,6,https://gamehag.com/img/rank/2.png
Fortnite or PUBG?,IbrahimAliRoblox,https://gamehag.com/forum/t/366714-fortnite-or-pubg74,2 years ago,1,https://gamehag.com/img/rank/1.png
Wait what was the first br game,Randomdudekkkkr,https://gamehag.com/forum/t/365255-wait-what-was-the-first-br-game,2 years ago,6,https://gamehag.com/img/rank/1.png
what do you think fortnite should add?,tsaloujr,https://gamehag.com/forum/t/366210-what-do-you-think-fortnite-should-add,2 years ago,1,https://gamehag.com/img/rank/3.png
Best weapon,mevbabo19,https://gamehag.com/forum/t/365853-best-weapon9,2 years ago,4,https://gamehag.com/img/rank/1.png
Who is the best fortnite player,Randomdudekkkkr,https://gamehag.com/forum/t/365246-who-is-the-best-fortnite-player1,2 years ago,3,https://gamehag.com/img/rank/1.png
Donate some ,Randomdudekkkkr,https://gamehag.com/forum/t/365392-donate-some-,2 years ago,2,https://gamehag.com/img/rank/1.png
Fortnite or PUBG,Picka69,https://gamehag.com/forum/t/337486-fortnite-or-pubg65,2 years ago,2,https://gamehag.com/img/rank/2.png
my muscle memory is just fortnite for now,Tabaxi,https://gamehag.com/forum/t/363259-my-muscle-memory-is-just-fortnite-for-now,2 years ago,2,https://gamehag.com/img/rank/3.png
Fortnite was a good game but isn't anymore,MYWIFETOOKMYKIDS,https://gamehag.com/forum/t/358412-fortnite-was-a-good-game-but-isnt-anymore,2 years ago,3,https://gamehag.com/img/rank/4.png
who want to play with me FORTNITE,Jende0k_Ramsay,https://gamehag.com/forum/t/363590-who-want-to-play-with-me-fortnite,2 years ago,4,https://gamehag.com/img/rank/2.png
comment is fortnite better than minecraft,dab999,https://gamehag.com/forum/t/193940-comment-is-fortnite-better-than-minecraft,2 years ago,15,https://gamehag.com/img/rank/3.png
fortnite or call of duty,GiveMeFreeStuff2003,https://gamehag.com/forum/t/358572-fortnite-or-call-of-duty,2 years ago,8,https://gamehag.com/img/rank/3.png
how to win a solo game in Fortnite?,Jende0k_Ramsay,https://gamehag.com/forum/t/358319-how-to-win-a-solo-game-in-fortnite,2 years ago,1,https://gamehag.com/img/rank/2.png
fortnite or minecraft? lol,zaphkiel12yudbet,https://gamehag.com/forum/t/350528-fortnite-or-minecraft-lol,2 years ago,21,https://gamehag.com/img/rank/1.png
fortnite or Pubg,zaphkiel12yudbet,https://gamehag.com/forum/t/357240-fortnite-or-pubg72,2 years ago,3,https://gamehag.com/img/rank/1.png
How many vbucks do you have?,mrnoobynoob,https://gamehag.com/forum/t/357283-how-many-vbucks-do-you-have2,2 years ago,2,https://gamehag.com/img/rank/5.png
Fortnite Pro Only,XxBozGxX,https://gamehag.com/forum/t/357822-fortnite-pro-only,2 years ago,2,https://gamehag.com/img/rank/1.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
but I hardly play it like I used to. I think I need to play it again.,jlythompsn11,https://gamehag.com/forum/t/357650-but-i-hardly-play-it-like-i-used-to-i-think-i-need-to-play-it-again,2 years ago,1,https://gamehag.com/img/rank/2.png
Do you like the loserfruit skin?,Epicman621,https://gamehag.com/forum/t/349943-do-you-like-the-loserfruit-skin,2 years ago,8,https://gamehag.com/img/rank/1.png
is this game dead,Epicman621,https://gamehag.com/forum/t/352457-is-this-game-dead10,2 years ago,2,https://gamehag.com/img/rank/1.png
Should the bring back the old map?,Epicman621,https://gamehag.com/forum/t/352952-should-the-bring-back-the-old-map,2 years ago,8,https://gamehag.com/img/rank/1.png
Is Fortnite a decent game to play in the first place?,Epicman621,https://gamehag.com/forum/t/353295-is-fortnite-a-decent-game-to-play-in-the-first-place,2 years ago,5,https://gamehag.com/img/rank/1.png
Do You Like Charge Shotgun or tac better,xSpectic,https://gamehag.com/forum/t/353608-do-you-like-charge-shotgun-or-tac-better,2 years ago,2,https://gamehag.com/img/rank/1.png
Im glad I didnt grow up with this but minecraft,ardakso,https://gamehag.com/forum/t/353833-im-glad-i-didnt-grow-up-with-this-but-minecraft,2 years ago,4,https://gamehag.com/img/rank/2.png
Fortnite is dead because of chapter two,Smitiis_,https://gamehag.com/forum/t/354918-fortnite-is-dead-because-of-chapter-two,2 years ago,2,https://gamehag.com/img/rank/1.png
Pump or tactical?,Slushii77,https://gamehag.com/forum/t/348348-pump-or-tactical,2 years ago,12,https://gamehag.com/img/rank/2.png
Not the best game,holamigohola,https://gamehag.com/forum/t/354337-not-the-best-game,2 years ago,3,https://gamehag.com/img/rank/2.png
whats ur favourite fortnite skin?,ilovegamesgg,https://gamehag.com/forum/t/351547-whats-ur-favourite-fortnite-skin,2 years ago,12,https://gamehag.com/img/rank/3.png
KriszhAdvice the BEST!!!!,kewin16,https://gamehag.com/forum/t/353906-kriszhadvice-the-best,2 years ago,3,https://gamehag.com/img/rank/1.png
fornite is game,Jeffrey762Bronson,https://gamehag.com/forum/t/353824-fornite-is-game2,2 years ago,1,https://gamehag.com/img/rank/3.png
charged shotgun,elena_raluca_nahoi,https://gamehag.com/forum/t/353063-charged-shotgun,2 years ago,1,https://gamehag.com/img/rank/2.png
Fortnite just created a black hole!,Nimike,https://gamehag.com/forum/t/143942-fortnite-just-created-a-black-hole,3 years ago,4,https://gamehag.com/img/rank/1.png
I have played it with several friends,NellFoster187,https://gamehag.com/forum/t/352319-i-have-played-it-with-several-friends,2 years ago,1,https://gamehag.com/img/rank/2.png
How many like this game?,cromarko,https://gamehag.com/forum/t/38061-how-many-like-this-game1,4 years ago,12,https://gamehag.com/img/rank/13.png
New Shotgun,sunlethkahn,https://gamehag.com/forum/t/351338-new-shotgun,2 years ago,5,https://gamehag.com/img/rank/1.png
Fortnite hangout!,Wellohat,https://gamehag.com/forum/t/350518-fortnite-hangout,2 years ago,3,https://gamehag.com/img/rank/1.png
"Fortnite free in Epic Game stores, If you didnt know",holamigohola,https://gamehag.com/forum/t/350859-fortnite-free-in-epic-game-stores-if-you-didnt-know,2 years ago,1,https://gamehag.com/img/rank/2.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
Am I the single one who doesn't think Fortnite is fun or good anymore?,Anthony99a,https://gamehag.com/forum/t/343664-am-i-the-single-one-who-doesnt-think-fortnite-is-fun-or-good-anymore,2 years ago,7,https://gamehag.com/img/rank/3.png
fortnite or call of duty mobile?,alimousavi1998,https://gamehag.com/forum/t/350377-fortnite-or-call-of-duty-mobile1,2 years ago,3,https://gamehag.com/img/rank/1.png
Can i get skins for free ?,oToNcE,https://gamehag.com/forum/t/348181-can-i-get-skins-for-free-,2 years ago,6,https://gamehag.com/img/rank/3.png
"What do you think about the event ""The Device"" ",DayTheBeast142,https://gamehag.com/forum/t/345646-what-do-you-think-about-the-event-the-device-------,2 years ago,10,https://gamehag.com/img/rank/2.png
Fortnite is game,erdemturkan001,https://gamehag.com/forum/t/346908-fortnite-is-game7,2 years ago,9,https://gamehag.com/img/rank/1.png
Coolest og skins that havent been released,itzHyperrr,https://gamehag.com/forum/t/349763-coolest-og-skins-that-havent-been-released,2 years ago,1,https://gamehag.com/img/rank/2.png
What do you think about season 3,DeadlyMania7,https://gamehag.com/forum/t/347080-what-do-you-think-about-season-3,2 years ago,14,https://gamehag.com/img/rank/1.png
What are the best weapons in fortnite,Venom06,https://gamehag.com/forum/t/347437-what-are-the-best-weapons-in-fortnite,2 years ago,5,https://gamehag.com/img/rank/2.png
I heard that fortnite is long players,tenbadassfinn,https://gamehag.com/forum/t/348739-i-heard-that-fortnite-is-long-players,2 years ago,3,https://gamehag.com/img/rank/3.png
charge shotgun,swagplayer123Xx,https://gamehag.com/forum/t/348364-charge-shotgun,2 years ago,5,https://gamehag.com/img/rank/2.png
Fortnite season 3,robloxpotato,https://gamehag.com/forum/t/348403-fortnite-season-31,2 years ago,5,https://gamehag.com/img/rank/1.png
FN support-a-creator program,dejtacar,https://gamehag.com/forum/t/347829-fn-support-a-creator--program,2 years ago,1,https://gamehag.com/img/rank/3.png
Opinions and wishlist on S3?,loocheena,https://gamehag.com/forum/t/347685-opinions-and-wishlist-on-s3,2 years ago,1,https://gamehag.com/img/rank/2.png
where fortnite is now in the gaming community,ali_asif6969,https://gamehag.com/forum/t/345232-where-fortnite-is-now-in-the-gaming-community,2 years ago,1,https://gamehag.com/img/rank/1.png
how many akin do you have?,YoItzMeHadi,https://gamehag.com/forum/t/345061-how-many-akin-do-you-have,2 years ago,3,https://gamehag.com/img/rank/1.png
why do you like fortnite?,MenoNetreba2,https://gamehag.com/forum/t/343443-why-do-you-like-fortnite3,2 years ago,7,https://gamehag.com/img/rank/2.png
Best way to get VBucks on Fortnite?,rightomate,https://gamehag.com/forum/t/344853-best-way-to-get-vbucks-on-fortnite,2 years ago,4,https://gamehag.com/img/rank/1.png
What do you believe Fortnite needs to change to become a better game again?,miniconnor,https://gamehag.com/forum/t/343833-what-do-you-believe-fortnite-needs-to-change-to-become-a--better-game-again,2 years ago,5,https://gamehag.com/img/rank/3.png
wich the best event?,abdullah_fayed,https://gamehag.com/forum/t/342103-wich-the-best-event,2 years ago,27,https://gamehag.com/img/rank/2.png
Comment about anything ,Mrtn13,https://gamehag.com/forum/t/343298-comment-about-anything-,2 years ago,4,https://gamehag.com/img/rank/2.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
When is the Device event?,renemint69,https://gamehag.com/forum/t/336246-when-is-the-device-event,2 years ago,8,https://gamehag.com/img/rank/1.png
fortnite battle royale,ice1234,https://gamehag.com/forum/t/343132-fortnite-battle-royale140,2 years ago,1,https://gamehag.com/img/rank/1.png
What is your favorite skin in fortnite?,KlimaUredaj,https://gamehag.com/forum/t/343010-what-is-your-favorite-skin-in-fortnite2,2 years ago,1,https://gamehag.com/img/rank/2.png
Fortnite in nintendo switch?!!?,KlimaUredaj,https://gamehag.com/forum/t/37301-fortnite-in-nintendo-switch,2 years ago,15,https://gamehag.com/img/rank/2.png
Which is your favourite skin in Fortnite ,Damla123,https://gamehag.com/forum/t/342920-which-is-your-favourite-skin-in-fortnite-,2 years ago,4,https://gamehag.com/img/rank/1.png
Fortnite or The cycle,hunviktor,https://gamehag.com/forum/t/342694-fortnite-or-the-cycle,2 years ago,5,https://gamehag.com/img/rank/1.png
FORTNITE - Lazarbeam-OR-NINJA-Review,unrealslice,https://gamehag.com/forum/t/342524-fortnite---lazarbeam-or-ninja-review,2 years ago,1,https://gamehag.com/img/rank/2.png
Honor guard ,theyetiman,https://gamehag.com/forum/t/342231-honor-guard-,2 years ago,1,https://gamehag.com/img/rank/4.png
fortnite vs PUBG,@Reza124,https://gamehag.com/forum/t/341809-fortnite-vs-pubg41,2 years ago,6,https://gamehag.com/img/rank/2.png
what do you think about more bots in the game then real players,TR1B1ANI,https://gamehag.com/forum/t/341220-what-do-you-think-about-more-bots-in-the-game-then-real-players,2 years ago,7,https://gamehag.com/img/rank/2.png
What’s the best skin in Fortnite (rarity),norynor_22,https://gamehag.com/forum/t/341787-whats-the-best-skin-in-fortnite-rarity,2 years ago,1,https://gamehag.com/img/rank/2.png
which is your favorite fortnite youtuber?,taha0321,https://gamehag.com/forum/t/341776-which-is-your-favorite-fortnite-youtuber,2 years ago,1,https://gamehag.com/img/rank/2.png
should i buy save the world or not,bananepro,https://gamehag.com/forum/t/341155-should-i-buy-save-the-world-or-not,2 years ago,4,https://gamehag.com/img/rank/2.png
What is your favorite skin?,vRangerGxD,https://gamehag.com/forum/t/340387-what-is-your-favorite-skin14,2 years ago,5,https://gamehag.com/img/rank/1.png
What is the difference between standard founder’s pack and deluxe?,norynor_22,https://gamehag.com/forum/t/340936-what-is-the-difference-between-standard-founders-pack-and-deluxe,2 years ago,1,https://gamehag.com/img/rank/2.png
if you play this game you are under the age of 12,Ammar_R,https://gamehag.com/forum/t/340503-if-you-play-this-game-you-are-under-the-age-of-12,2 years ago,2,https://gamehag.com/img/rank/2.png
what are you think Wich is the best weapon in the game,SMilanXX,https://gamehag.com/forum/t/340073-what-are-you-think-wich-is-the-best-weapon-in-the-game,2 years ago,1,https://gamehag.com/img/rank/1.png
is fortnite bad?,njdnajndiasl,https://gamehag.com/forum/t/340071-is-fortnite-bad2,2 years ago,4,https://gamehag.com/img/rank/2.png
Was youtubers good at fortnite?,SPINJIRO21,https://gamehag.com/forum/t/339725-was-youtubers-good-at-fortnite,2 years ago,3,https://gamehag.com/img/rank/2.png
the reason fortnite is kept alive,simplet0n,https://gamehag.com/forum/t/339702-the-reason-fortnite-is-kept-alive,2 years ago,4,https://gamehag.com/img/rank/1.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
how Fortnite Battle Pass ruined gaming,Connorlol,https://gamehag.com/forum/t/338786-how-fortnite-battle-pass-ruined-gaming,2 years ago,9,https://gamehag.com/img/rank/4.png
When do you think next season will come?,xslaiderman,https://gamehag.com/forum/t/338621-when-do-you-think-next-season-will-come,2 years ago,2,https://gamehag.com/img/rank/2.png
how many skin do you have?,awdft11,https://gamehag.com/forum/t/339265-how-many-skin-do-you-have14,2 years ago,2,https://gamehag.com/img/rank/2.png
Looking forward to the new season in fortnite yes or no,Fotler,https://gamehag.com/forum/t/339256-looking-forward-to-the-new-season-in-fortnite-yes-or-no,2 years ago,4,https://gamehag.com/img/rank/2.png
Fortnite or Pubg,jesse_pinkman4,https://gamehag.com/forum/t/339046-fortnite-or-pubg66,2 years ago,5,https://gamehag.com/img/rank/1.png
Is fortnite actually fun?,djebby,https://gamehag.com/forum/t/338153-is-fortnite-actually-fun,2 years ago,5,https://gamehag.com/img/rank/2.png
how many vbucks do you have?,Kakalai4o,https://gamehag.com/forum/t/338499-how-many-vbucks-do-you-have1,2 years ago,2,https://gamehag.com/img/rank/2.png
Fortnite Event Delayed (Whats Your Opinion),snx_chaos,https://gamehag.com/forum/t/338327-fortnite-event-delayed-whats-your-opinion,2 years ago,3,https://gamehag.com/img/rank/2.png
GIOCO BRUTTO per bambini obesi ,PLAYER78877,https://gamehag.com/forum/t/337978-gioco-brutto-per-bambini-obesi-1,2 years ago,1,https://gamehag.com/img/rank/3.png
Fortnite is kill,Givemeurmemes,https://gamehag.com/forum/t/337739-fortnite-is-kill,2 years ago,1,https://gamehag.com/img/rank/2.png
Fortnite events,Joaopolonia69,https://gamehag.com/forum/t/337615-fortnite-events,2 years ago,2,https://gamehag.com/img/rank/2.png
how many skin do you have,joaneljare,https://gamehag.com/forum/t/334770-how-many-skin-do-you-have,2 years ago,11,https://gamehag.com/img/rank/1.png
need fortnite duo partner,taha0321,https://gamehag.com/forum/t/337547-need-fortnite-duo-partner,2 years ago,4,https://gamehag.com/img/rank/2.png
fortnite players,sevigi,https://gamehag.com/forum/t/337092-fortnite-players,2 years ago,3,https://gamehag.com/img/rank/2.png
What happened to Fortnite?,sevigi,https://gamehag.com/forum/t/336617-what-happened-to-fortnite,2 years ago,4,https://gamehag.com/img/rank/2.png
Just on epic games,amapoopyhead,https://gamehag.com/forum/t/334190-just-on-epic-games,2 years ago,6,https://gamehag.com/img/rank/1.png
who thinks fortnite is trash,t7u8i9y7,https://gamehag.com/forum/t/337084-who-thinks-fortnite-is-trash,2 years ago,4,https://gamehag.com/img/rank/1.png
are you still playing,bot_lamp,https://gamehag.com/forum/t/332805-are-you-still-playing,2 years ago,12,https://gamehag.com/img/rank/1.png
On what gaming platform do you play this game?,starku180,https://gamehag.com/forum/t/333618-on-what-gaming-platform-do-you-play-this-game,2 years ago,5,https://gamehag.com/img/rank/2.png
how many skin do you have,starku180,https://gamehag.com/forum/t/336235-how-many-skin-do-you-have5,2 years ago,5,https://gamehag.com/img/rank/2.png
"Comments, reviews and ratings of the game F: Battle Royale",DikorN,https://gamehag.com/games/fortnite/comments,6 days ago,1089,https://gamehag.com/img/rank/1.png
Is Fortnite cross platform?,starku180,https://gamehag.com/forum/t/332990-is-fortnite-cross-platform,2 years ago,7,https://gamehag.com/img/rank/2.png
is fortnite dying?,Joyyy6516,https://gamehag.com/forum/t/336212-is-fortnite-dying16,2 years ago,5,https://gamehag.com/img/rank/3.png
Fortnite Season 3,yee3ter,https://gamehag.com/forum/t/333832-fortnite-season-3,2 years ago,10,https://gamehag.com/img/rank/2.png
Who is the best player in the game?,gamerisoo,https://gamehag.com/forum/t/329302-who-is-the-best-player-in-the-game,2 years ago,20,https://gamehag.com/img/rank/1.png
bortnite wehoo ,birchsaplingsTWITCH,https://gamehag.com/forum/t/333725-bortnite-wehoo-,2 years ago,2,https://gamehag.com/img/rank/2.png
Fortnite or Pubg,Crisiantyler,https://gamehag.com/forum/t/333529-fortnite-or-pubg63,2 years ago,1,https://gamehag.com/img/rank/2.png
Fortnite bp,Kazoya,https://gamehag.com/forum/t/333287-fortnite-bp,2 years ago,2,https://gamehag.com/img/rank/1.png
Pubg is better than apex,Picka69,https://gamehag.com/forum/t/332783-pubg-is-better-than-apex,2 years ago,1,https://gamehag.com/img/rank/2.png
FORTNITE SUCKS PUBG IS BETTER,Picka69,https://gamehag.com/forum/t/332782-fortnite-sucks-pubg-is-better,2 years ago,1,https://gamehag.com/img/rank/2.png
Fortnite Skins,starkeinon,https://gamehag.com/forum/t/329862-fortnite-skins7,2 years ago,10,https://gamehag.com/img/rank/2.png
Best event?,starkeinon,https://gamehag.com/forum/t/331459-best-event,2 years ago,2,https://gamehag.com/img/rank/2.png
what do you dislike about season 2 ?,yassir92423,https://gamehag.com/forum/t/332721-what-do-you-dislike-about-season-2-,2 years ago,3,https://gamehag.com/img/rank/1.png
what do you like about season 2 ?,rictoman111,https://gamehag.com/forum/t/332715-what-do-you-like-about-season-2-,2 years ago,1,https://gamehag.com/img/rank/5.png
